Context,Response,Answer,Bert Score,Bleu Score,Rouge L Score,Meteor Score
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Absolutely not. It sounds like you have significant trauma and it will continue to impact your depression until it is dealt with. Everybody has issues, though some more traumatic than others yet it is best to just start somewhere. I would encourage you to begin counseling and work through some of your history at your own pace in order to begin to impact and reduce your depressive symptoms.","It’s not about the number of issues but about how you structure them in counseling. A skilled therapist can help you prioritize what feels most urgent and then work through each area step‑by‑step. You can start with one or two topics (e.g., sleep and depression) and gradually add the others as you feel ready.",0.5001806616783142,3.147313019756199e-155,0.14285714285714288,0.17156531531531535
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I'm alway wary of assigning a term to a feeling, as often that term becomes more important than the feeling itself. From the very little that you have written, it is clear that you are going through something that has made you extremely low, affected your self-esteem and motivation, limits your enjoyment of formerly pleasurable activities and affects your feelings of self-worth. All of these are aspects of being depressed, though you can be depressed and still not have ""depression"". Counseling is definitely a place where you can go and sort out why you have had such a sudden a drastic change to your mood. Sometimes our mood can be effected by changes in our routine, losses or significant disappointments. Talking with someone will not only help you to better understand why you are feeling this way, but they will also help you to ground yourself and learn strategies and tools to help you to manage your mood and strategize for the future. I do hope that you will reach out. Feeling alone can be harmful over long periods of time, as it can stop us from seeking out the support we need.","It sounds like you’re carrying a lot of heavy thoughts and feelings, and those symptoms are consistent with what people sometimes experience when they’re depressed. You don’t have to figure this out alone—reach out to a teacher, a school counsellor, or a GP who can help you check into it and find support. Remember that talking to friends, family, or a young‑carers project can also be a first step toward feeling less isolated and getting the help you deserve.",0.5460293889045715,1.3056611576689217e-155,0.14285714285714285,0.12235817575083426
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?","This is a great question. Finding the right therapist can be tricky because you don't really know how someone will be like until you meet them. A few ways to prescreen are to:- Visit the therapist's website, psychologytoday profile, social media, etc...- Have a phone call with the therapist prior to your first appointmentOnce you meet your therapist it is important to be clear with your wishes and expectations. We are trained in helping you thrive in your life but we cannot mind read so if you don't tell us, we won't know. Don't be shy about what you like and what you don't like. A good therapist will listen to your needs, process them with you, and create a customized plan that works for you and your life. A good therapist will also not take anything you say (even criticism) personally. Coming to therapy is hard and often times you might not want to go. What makes a good therapist is someone who understands this and tries to make you feel as comfortable as possible while you address uncomfortable topics.","You’ll know the right therapist when the therapeutic alliance feels strong—when you feel heard, safe, and that the therapist’s style matches your needs (e.g., a practical CBT focus if that feels most useful). Try multiple initial consultations or trial sessions; most therapists welcome this so you can choose the person who clicks best with you. To “train” your therapist, start each session with clear goals, share what techniques help you, and openly ask them to adjust their approach—good therapists respond to that feedback and adapt their support to meet your evolving needs.",0.5675897598266602,6.515467312135234e-79,0.15492957746478872,0.1489485981308411
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","You need to find an outlet. Someone to talk to. Your dad or someone who loves your mother as well is someone ideal. But anyone could help. Just look to someone for help. If you can't find anyone who you think will listen, talk to your mom. It can help greatly just to get the words out. Tell her how you feel about her passing, but then also about everything else. Talk to her about your day. Tell her about happy things. I don't know if you're a religious person, or where you believe she is now, but no matter what you can talk to her.","It sounds very distressing, but intrusive thoughts about death or the after‑life are common and don’t mean you’re “crazy.”  Try grounding techniques from CBT—write the thought (A), note your anxious feeling (B), and challenge any catastrophic interpretation (C)—or spend a few minutes each day meditating to calm racing thoughts.  If it becomes overwhelming, consider speaking to a counselor or faith‑based support group for additional help.",0.49933940172195435,6.604993537717143e-232,0.11111111111111112,0.10223954736548782
"Is it normal for people to cry during therapy, or is it just me?","Yes, it is very normal to cry during a therapy appointment.  When you meet with a counselor, you are opening yourself up and sharing very vulnerable sides of yourself.  Through this deep introspection, emotions (sometimes unexpected) can come out and this is completely okay and very healthy.  Research has shown that crying reduces pain by releasing oxytocin and endorphins and reduces stress through the release of stress reduction hormones.","Yes, it’s completely normal for people to cry in therapy; tears are a natural way of processing emotions and can help you and the therapist understand what you’re feeling. Many people find that crying leads to relief and clearer insight afterward. So you’re not alone—crying in a supportive setting is a healthy part of the healing process.",0.5842788815498352,4.1408475992179935e-155,0.23076923076923075,0.1982060185185185
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.","Your good intentions to help your friend stay clean, are very caring about her.Unless your friend feels like stopping pills,  taking them away will mean she finds them some place else.The problem that anyone who is addicted to pills has, is that the person is psychologically and at least with xanax, physically addicted.Taking pills has basically become a standard part of your friend's life.Her problem is bigger than your ability to care.If you haven't already done so, tell your friend directly about your opinion on the way she is using pills.This is not a guarantee that she'll stop.It isa way of you showing that you care about her.Offering love and advice are the only things you can do for her.Meanwhile, knowing she is hurting herself is probably hurting you.Be sure to keep a sense of balance within yourself.  Offer your concern and know she is the one who must decide to stop using.","Your concern is valid; encourage your friend to discuss her medication use honestly with her prescribing doctor or a mental‑health nurse—these professionals can help adjust treatment safely. If you feel unsafe or unsure, consider talking to a counselor, school nurse, or a trusted adult who can help connect you to the right support. Remember that you don’t have to handle this alone; reaching out to professional help is both caring and responsible.",0.5217192769050598,1.5229502388816432e-155,0.11618257261410787,0.10697032436162872
"When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.","You are in an abusive relationship-not because of your boyfriend's silences but because he is comfortable being sarcastic and hurtful, never admits he is wrong and never apologizes. It is your choice to participate in an abusive relationship. You can not stop an abusive partner from being abusive no matter how wonderfully you treat your partner. You can either accept the terrible relationship as it is or reach out for the support that you need to leave the abusive relationship. I wish you well, always.","It sounds really painful when your boyfriend uses silence as a way to punish you—this is a form of emotional manipulation that can feel isolating and unheard. You might consider setting a clear boundary, telling him that you need respectful communication, and, if he continues to shut down, seek support from a counselor, a trusted friend, or a local youth service like Jeugdstem that can help you share the situation safely. Remember that you deserve respect and open dialogue, and professional help can give you practical steps to protect your emotional well‑being.",0.5202707648277283,1.079586968179626e-78,0.15469613259668508,0.18024581477865356
"My ex-fiancé (whom I am still seeing) left me because of the pressure from all three of his teenage daughters. They wanted him to try to work it out with their mom (his ex-girlfriend of 20 years). He and I split three months ago, but I have been seeing him pretty regularly despite the fact that he is living back with his ex-girlfriend and kids. He is ""co-existing"" for the kids and fighting all the time with his ex-girlfriend. His daughters don’t want their dad with me because my two boys (grown adults and on their own now) had bad reputations and issues with drugs. His daughters say it is embarrassing for him to be with me. He and I had an absolutely amazing relationship and connect on so many levels. He is getting a lot of pressure from his family and his longtime friends to ""do the right thing"" and stay with his ex-girlfriend for the kids. He says he wants me to wait. We were going get married last year. He bought me a $1000 dress, we had invitations made, and everything set up, but then his girls told him they'd never speak to him again if he married me. He says he’s trying to mend his relationship with them.","Hello. It seems you are in a set of circumstances that are highly uncomfortable for you. Do you feel those circumstances are healthy? Do you find pleasure being in such a place of uncertainty? Why do you continue to be in this situation? Without meaning to appear that I might be lacking in compassion, you do have the option to leave the connection completely if the harm it is doing is more that the pleasure it brings you. Is there a benefit to being in this relationship? Do you consider this situation to be for your highest good? Is it healthy to be involved in something that is not likely healthy or perhaps could even be seen as dysfunctional? In truth, only you can decide the answers to these very important questions. I would encourage you to think of who benefits by being in this situation, and how you might be able to find happiness in other relationships that are healthier and more positive. In my clinical view based on what I read, this particular relationship does not carry the joy I am sure you want, nor the healthy interactions you would expect in a functional romantic engagement with another person.Beating yourself up about potentially wasting all this time waiting for the other person to come around will not serve a positive purpose. It likely will only lower your self-esteem. There is a time to wait to see how things develop, and a time to move on to other experiences. You are the one to make that choice, but I would encourage you to connect with your inner higher self, for the most clear answer. Chances are, you already know the answer, you just need to embrace it. Getting in touch with a counselor in your area can also help ferret out some of the deeper issues that you might not have felt comfortable expressing here.","I’m really sorry you’re dealing with so much pressure and uncertainty—your feelings are completely understandable. It might help to set clear boundaries with him and his daughters, take time for self‑care, and reach out to trusted friends or family for support while you decide what’s best for you. If you feel overwhelmed, consider talking to a counselor (you can use services like Young Minds free crisis chat or Kooth’s anonymous support) or checking the Children’s Society “Know Your Rights” pack for guidance on your situation.",0.49239981174468994,3.7117538218358066e-156,0.10731707317073172,0.08866369409923514
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?","Finding the right therapist can be difficult, especially if you've never tried it before. Things to consider are location, availability and what specifically are you looking for. Some practitioners specifically only work with a certain type of issue (i.e eating disorders, adolescents, anger management, life transitions, anxiety...etc) and others can work with a variety of concerns. As far as training your therapist, you can't. You simply let them know what you are looking to work on or what you think may be an issue for you. Depending on the way they practice(their style of working with clients) is how they will then decide to make a treatment plan that works best for you. You can always ask them their specialty practice population, the problems they generally help others with and what type of mental health provider they are (Psychologist, social worker, licensed mental health counselor).","You’ll know the right therapist when a few trial sessions feel comfortable and you feel understood—look for a good therapeutic alliance, not just the first therapist you meet, and consider choosing CBT for a practical, evidence‑based start. In training your therapist, be clear about your goals and needs (e.g., support for stress, coping strategies) and give regular feedback so the sessions stay focused on what works for you. Remember that you can always switch therapists until the alliance and treatment style feel right for you.",0.5717588067054749,1.0314790429713658e-78,0.20083682008368198,0.1600853649864807
"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped.","Is it possible you simply didn't mix well with the particular therapists with whom you've worked?   If this is possible, interview a therapist before  starting therapy.   Then you will be choosing a therapist who feels compatible with your way of seeing yourself and your life.Also, therapy isn't for everyone.Read about the different healing modalities and see if one of these speaks to your interest in feeling better.What matters most is finding among all the legitimate healing methods, what you believe will be effective.","I’m really sorry you’re in this painful place. It can help to talk to a mental‑health nurse, a school counsellor, or a young‑carer support group— they can help you try a different therapeutic angle such as CBT, ACT, DBT or behavioural activation. If you ever feel unsafe or absolutely hopeless, call your GP or a crisis helpline right away and keep a trusted friend or family member informed.",0.49451276659965515,9.266783427434525e-232,0.09937888198757763,0.1092297205180641
"I feel angry, anxious, and depressed. The PTSD I suffer is from a past relationship.","If the symptoms are to the extent that they are affecting your ability to function, you may want to consider seeking treatment. PTSD, anxiety, and depression all typically respond well to treatment if provided by a trained clinician. Common types of treatment for PTSD that you may want to look into include Cognitive Processing Therapy or EMDR. The nice things about Cognitive Processing Therapy is that it is time limited and only lasts 17 sessions typically. ","I hear how upset you’re feeling—anger, anxiety and depression from a past relationship can be exhausting. A practical step is to try brief CBT techniques, such as the simple self‑questions we’ve listed, or use an app like uplift.app, and maybe read *Feeling Good* by David Burns if you can—these are evidence‑based ways to work through emotions. If it feels too heavy on your own, talk to a trusted friend, counselor, or a mental‑health nurse; you deserve compassionate support right now.",0.48870816826820374,1.1444032612582047e-78,0.10975609756097561,0.18647502449549186
"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Depends on your definition of ""wrong"" on this one. Was it objectively wrong to spend the weekend with a good friend, who also happens to be an ex? Probably not. But, it upset your current boyfriend, and he is entitled to his feelings if you are in a relationship with him. He may be out of line if he assumes that anything happened between you and your ex that would compromise the relationship, however your boyfriend being upset might also mean that he wanted to spend that kind of weekend with you and did not get to do that.Long story short, it might help your relationship to understand more, and be curious, not judge-y, around what is upsetting for him. Perhaps having empathy for his experience of the behavior could help him to feel more secure with you having relationships with your ex(es).","It’s understandable that your boyfriend felt upset, especially if he didn’t know about the weekend plans. You weren’t “wrong” per se, but sharing that time might have breached the trust or expectations you had together. Try talking openly about boundaries and how you can both feel secure while still supporting each other’s friendships.",0.5174446702003479,1.0069635742556536e-155,0.13793103448275862,0.08955223880597016
I'm very depressed. How do I find someone to talk to?,"If there is no one in your life with whom you feel comfortable, I would recommend identifying someone on this site, psychology today or goodtherapy.org who is in your area, then give that therapist a call to see if you would be a good match.","I’m really sorry you’re feeling this way—talking to someone you trust can help a lot. You could reach out to a doctor or GP, a school nurse, a counsellor, or a mental‑health nurse who’ll listen privately and guide you. If you’re in school, a teacher or project worker may also be a good person to talk to, and organisations like Jeugdstem are there to listen and support young carers exactly like you.",0.4968186914920807,1.1276055987625918e-78,0.16129032258064516,0.22307389937106922
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?","You are describing a very legitimate reaction to trauma.  Rape is an aweful experience and I am very sorry that happened to you.  When horrible things happen, people often react in a way that interferes with the ability to live a normal life and function the way they did in the past.  This is very common and the goal is to help you manage the stress caused by dealing with negative events and with help you can regain emotional well-being.  This is especially important if you have had more than one negative thing happen.  Oftentimes, the unconscious reaction is to become numb and avoid all feelings, especially if more than one negative event occurred.  A big part of what causes people trouble are feelings of guilt.  We often blame ourselves when bad things happen. It is actually difficult to comprehend the concept that we don't always have control of what happens in life.  In addition, when you mentioned feeling like a sociopath, it sounded like you feel like your reaction is wrong.  The first thing you can do is realize that your feelings and reactions are o.k., you aren't doing anything wrong, and nothing is wrong with you.  The next step is to start dealing with the impact of these traumatic experiences. Identifying your feelings, and knowing the thoughts and beliefs that are behind those emotions can help you regain your sense of happiness.  Research shows that understanding and expressing those thoughts and feelings can help.  If doesn't sound like you need to do anything to change yourself, but talking to a counselor can be helpful in managing your reaction to a incredibly traumatic experience.  I hope this helps you understand your feelings and can get to a place where you enjoy life.","I’m really sorry you’re going through this; it can help to reach out to a mental‑health professional—such as a therapist or counselling service—who can provide a safe space to process the trauma. Cognitive‑behavioural techniques (CBT), the STOPP process, or therapies like compassion‑focused therapy and exposure therapy are evidence‑based ways to support emotional regulation after trauma. If you’re unsure where to start, a GP or school nurse can refer you to appropriate support and may connect you with free or low‑cost services.",0.5063498020172119,3.769009430006573e-156,0.11825192802056554,0.07343570525958211
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",If you connect with your therapist and can say whatever you want to say and not be judged.,"You’ll know you’ve found the right therapist when you feel heard, respected and able to talk openly—this strong therapeutic alliance is more important than the specific style, so consider trying a trial session or consultation before committing. Ask friends or trusted people for referrals, and don’t hesitate to switch if the fit isn’t right; most therapists will welcome an initial meeting. To “train” your therapist, start by sharing your goals, preferred approach (e.g., CBT’s practical focus or psychoanalytic insight), and any concerns you have, and ask them to adjust techniques or pace so the sessions meet your needs.",0.48516201972961426,2.4572382849675758e-155,0.09756097560975609,0.19230769230769235
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.","Depending on your relationship with your parents, inviting them to have a conversation might be a good first step.  If they consent then you can have the opportunity to discuss your concerns with them.  Inviting someone to a conversation and getting their agreement is a great first step. I would then make sure your location of the discussion is conducive to the conversation and once all that is considered it might be beneficial that you make a list of your concerns prior to the meeting.  this can help keep you on point. ","It’s normal to feel unsure about whether you’re depressed, and many young carers experience similar confusion. You can start by speaking to someone you trust—like a friend, teacher, or a family member—and let them know how you’re feeling; they can help you decide if you want to seek professional support. Remember, it’s okay to ask for help, and there are resources from Rethink Mental Illness, The Children’s Society, and local mental health nurses that can offer guidance and reassurance.",0.4835357964038849,2.9416685536092204e-155,0.1348314606741573,0.1323042998897464
"People have been calling me names, and I have had enough of it. I cannot stand it anymore I'm done. I have told someone this, and that is why I am writing this. The thoughts are awful.","It's sounds like you are feeling pretty overwhelmed with intrusive thoughts and are feeling very criticized by others as well. I think it is great that you are reaching out and I can tell that you want this to change. Working with a competent therapist may be a good option for getting some more clarity about what is going on, developing ways to cope, and eventually getting relief from these overwhelming experiences.","I’m really sorry you’re dealing with this—it’s completely understandable to feel upset and overwhelmed. You don’t have to handle it alone—reach out to someone you trust (a friend, family member, teacher, or a local young‑carer project) and let them know how you feel, or call Childline (0800 11 11) for confidential support and advice. If the bullying continues, consider talking to a counsellor or the school’s support services so they can help you protect yourself and find ways to feel safer and more supported.",0.5322262048721313,3.403420607580273e-155,0.16969696969696968,0.18408723363774732
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much.","This can be difficult and confusing.If you think your boyfriend would be open to having a discussion, try asking him for a time when he is willing to have an important discussion. When that time matches with a time that is good for you, try discussing the type of relationship that you each want to have and what you can start and stop doing to get there. He may want to be really good friends. He may also be trying to figure out what he is feeling. If you end up talking over one another, try letting one person be the one who is talking about their feelings for about five minutes and during that time, try having the other person asked questions to gain more understanding of their experience. Then you can switch. Also consider asking questions that cannot be answered with yes or no, but lead to more explanations.Questions that start with the words how, what, when, who are usually better than questions starting with ""why"" because they can be emotional triggers for some people.If this is difficult to do between the two of you, consider seeing a therapist who specializes in couples.","I’m really sorry you’re feeling so hurt—when someone’s words don’t match their actions, it can feel like an emotional tug‑of‑war. Trust your own feelings and consider setting firm boundaries or a pause to protect your well‑being; you’ve already shown resilience as a caregiver, and that strength can help you decide what’s healthiest for you. If the pain feels overwhelming, reaching out to a counselor, support group for young caregivers, or a trusted friend can give you space to process and find practical support.",0.4994026720523834,1.0090811174097092e-155,0.10996563573883161,0.10388190267905958
"I'm applying to private high schools. I'm playing basketball on my school team currently, and I love it. I also play on a team that I've hated since the beginning, and I finally want to quit before the season gets started. However, my parents say I can play on either both teams or neither. I think it's unfair because it's up to me if I want to play for a certain team. I was planning on playing basketball for the high school I get into, but if that means continuing to play for the team I hate, then I wouldn't want to play in high school. Now I don't know what to do! My parents are threatening to send me off to a different home if I don't play. I just want to run away.","The situation in your family seems to place unnecessary pressure on you.Are you and your parents able to talk together about their reason for their standard?Are your parents willing to listen to your reasons to not play on the team you hate?If yes, then maybe some type of compromise is possible for all of you to negotiate.If none of the above is possible, then you may want to get specific and direct advice from a professional, such as the school guidance counselor or psychologist, whom you'd trust and feel safe in talking.I hope you and your parents will find an answer that all of you are happy to accept.","It sounds like you’re in a tough spot—feel free to reach out to a trusted teacher or school counsellor and explain how the team conflict and your parents’ pressure are affecting you. The school’s Young Carers in Schools Programme can help arrange a support plan that lets you focus on what matters most to you, like playing the sport you love or taking a break if you need it. If talking to your parents feels unsafe, look for a school‑supported mediator (like a pastoral staff member) who can negotiate a compromise so you can keep your choice and peace of mind.",0.5736428499221802,4.659462192265249e-155,0.17272727272727273,0.22150567079710645
"Often times I find myself thinking scary thoughts and sometimes  I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out.  How can I stop these thoughts?","Hi there,I first want to let you know that having these thoughts is completely normal. Studies have been done that show that 80% of human thoughts are ""negative"" so you are not alone. I like to think of thoughts as a tornado... if you are in a tornado, you are completely consumed by it and it is nearly impossible to do anything beneficial. However, when you are, let's say, a mile away from a tornado, it is still scary but you have the option to do something that is important to you such as get shelter or make sure your family and friends are safe. When unhelpful or scary thoughts arise, we tend to start a ""war"" with them, which is the equivalent of jumping into the tornado. This makes the thoughts and emotions bigger and intensifies the feelings that go with them. So the question I imagine you have is ""how do I get out of the tornado?"" There are 3 steps to doing this:Get distance from your thoughts by adding ""I am noticing I'm having the thought that...."" to the front of them. For example, ""I am noticing I am having the thought that something bad is going to happen to me.""   The purpose of this is not to decrease your fear or get rid of the thought. These thoughts might always be there and that is okay because that is how the mind naturally works so struggling with that is a waste of time and energy. The purpose is to gain some distance from the thoughts so you don't get swept away by them. You can imagine them floating along like leaves in a stream or clouds in the sky (and often the same thought will come back again and again but that's okay... just continue to notice it with curiosity). I imagine the thoughts get in your way of doing what really matters to you so if you can get a little bit of distance, you can do things that are fulfilling and meaningful to you. Tune into your body and notice what sensations come up and where you feel them most intensely. Then breathe into them and make room for them. Our 5 main emotions are: joy, sadness, fear/anxiety, shame, and anger. ALL of these emotions are part of being human and there is no escaping them. So again, struggling with them ends up intensifying them. Instead, let them be and make a little bit of room for them. Often a side effect of this is the intensity will decrease but it might not. The purpose is to keep them from becoming more intense. Contact the present moment. Notice what is happening here and now. One way of doing this is tuning into the five senses. What are some things you hear, see, taste, smell, and feel? Another way is to notice what is happening in your body (without trying to change it). How deep are your breaths, what is happening with your heart rate, are you cold/warm, etc?Implementing these three steps can help you to refrain from getting caught up in your unhelpful thoughts. Unfortunately there is no way to get rid of thoughts or feelings completely. So the only option that works in the long run is to accept them while continuing to do what matters to you and what is fulfilling to you.I hope this helps!","I’m really sorry you’re dealing with those scary thoughts. Try noticing what triggers them – it could help to write them down or record them in a short diary, then share the list with someone you trust (a friend, a family member, a teacher, or a counselor). If you feel the thoughts keep spiraling, reach out for professional support from a doctor, GP, school nurse, or mental‑health nurse – they’re there to listen and help you develop coping strategies.",0.49178093671798706,1.2669491810885501e-157,0.0732824427480916,0.04894283476898983
"I started dating my fiancé two years ago. My first cousin is married to my fiancé’s sister. There has always been a communication issue between my uncle and aunt and my cousin and his wife. My uncle goes to my mom instead of talking to my cousin, and it upsets my mom.","Based on the information provided, this is an issue with boundaries.   Sounds like your uncle goes to your mom and possibly your mother takes the issues to you.  I do not like to assume so I will direct you to information regarding families dealing with enmeshment and triangulation.  Enmeshment is the concept of diffused boundaries in families and other personal relationships.  Triangulation is two individuals relaying information to a third party what cannot be said directly to each other.  From someone who has dealt with both these issues on a personal level, being informed about family dynamics is beneficial and can help you develop healthy boundaries for yourself within your family structure.  You may need assistance with developing healthy boundaries.  Although it is possible, it is not easy to change the way you have been operating for any extended amount of time.  Hope this help!","It can help to arrange a calm, private family chat—ask your uncle to speak directly with your cousin and explain how his messages to your mom are upsetting her. Set clear boundaries for the conversation, so everyone knows their role and limits, and express your own feelings so the issue isn’t left only to your mom’s side. If the pattern persists, consider a family mediator or counsellor to guide the discussion and keep everyone on the same page.",0.5059741735458374,7.818924440299254e-79,0.13274336283185842,0.15178408062248416
"In 2008 my former husband of 14 years walked away from my life and we've been separated ever since. We have always been together sexually and both have experienced sleeping with others. I stopped because I wanted my marriage to work out but he did not. If he stops sleeping with other women, can our marriage be saved? Or should we just part ways? I still care deeply about him after all that I did and he has done. But he is seeing someone else on and off for years now. Will our marriage still be saved if he decides that he wants to try to do so?","Sorry to hear about the stress in your relationship.  There is definite value in being clear as you are, about your own emotional investment in your husband and that you expect sexual exclusivity from him as part of the foundation of your marriage.Also positive is your awareness that only your husband is the one who must similarly decide his own standards of being sexually exclusive to you, or not.Whether your marriage can be saved depends on what each person is willing to accept about the other one.Is sleeping with other women the only criterion of what will satisfy you about being together with your husband?Love and care are not enough to make a marriage work. Partners need to be able to compromise and cooperate with each other. That you care for him definitely intensifies any emotion you feel toward your husband.  It intensifies any frustration and sadness about the relationship too.Decide how much emotional sadness and hurt you're willing to tolerate and the reason you're willing to do so.From what you write, you are being very generous of yourself and not being reciprocated for this.If your husband doesn't start taking steps toward satisfying your wishes, this may be your time to question your own generosity in waiting for him to do so.","I hear how much you still care about him and how painful the current situation feels.  Simply stopping the infidelities isn’t a guarantee that your marriage will be repaired—both partners must be willing to rebuild trust, communicate openly, and often work with a therapist.  If you decide to give things another try, consider joint counseling and set clear boundaries; if you feel your needs and safety aren’t being met, it may be healthier to part ways and focus on your own well‑being.",0.5455849170684814,1.3652972473282265e-155,0.17532467532467533,0.13799645893165946
"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.","Are you able to give yourself some peace of mind while you take the time to further address whether or not you are gay?Whether or not and to what degree a person accepts their sexuality, depends on dense factors such as the culture of your family, the beliefs about gay people with which you were brought up, and your own tolerance for being a unique individual.Examining these factors, whether inwardly by yourself, in online blogs and sites, or live with other people, requires patience and effort.The more you are willing to commit to figuring out your own truth, the greater is your chance of finding it!","I’m really sorry you’re feeling so distressed and alone right now. It can help to share what’s on your mind with someone you trust—a friend, family member, or a counselor—and you might also consider talking to a mental‑health professional who can support you in exploring these feelings safely. If you’re in university, free student counseling services or local mental‑health charities can offer confidential support, and therapy like CBT is known to help people work through anxiety and identity‑related worries.",0.4784065783023834,9.403238711816202e-232,0.15228426395939085,0.12100677637947727
I blame my past relationship for it. I know it is bad to be this way. I want to get past it.,"We humans are social beings. We learn how to BE in relationship as children. The caregiving you received (or didn't receive) set the stage for how you show up in all your adult relationships. Insecurity in relationships often has much to do with feeling unheard or unseen, perhaps feeling like you don't matter. There are many ways to rewire these relational patterns, the first step of which is taking pause and noticing that you are feeling insecure - so congrats on that because clearly you are already there!  Next I'd suggest finding a relationship therapist to help you sort through your insecurities, either as a couple or individually. ","It’s understandable to feel stuck after a difficult past relationship, and acknowledging those feelings is an important first step. Try talking about how you’re feeling with someone you trust—a friend, family member, or a project worker—so they can help you see new ways to cope. Remember that setting small, realistic goals can help shift the focus toward your own future and support you in moving past the situation.",0.4954107701778412,2.9488854375703946e-155,0.13186813186813187,0.14495761702716475
"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
 I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.","One of the most difficult challenges we face is not being heard! It is incredibly frustrating and hurtful when others, especially parents, do not listen. While your parents surely love you and want to understand you, it may be difficult for them to fully understand your feelings and experiences. They are quite a bit older and have likely not dealt with some of the struggles that you face. I would suggest communicating your feelings to them about not being heard. Talk to them during a non-emotional moment when the discussion is not already heated. In other words, do not wait until an argument ensues to have an open discussion with them about how you are feeling. Prepare them by asking them what time is good for them to talk. Let them know you have something important to get off your chest. Try and avoid using exaggerated or extreme language such as ""you NEVER listen,"" ""you ALWAYS say..."" and stray away from placing blame. Instead of beginning your statements with ""you"" try using ""I"" by letting them know how their behavior effects you. Finally, let them know that they are important to you and that having their trust and support would mean a lot to you. Perhaps giving them suggestions as to what you wish for and would like to see change would help them to better understand.I would also suggest that you seek guidance from a therapist, teacher, or school counselor if possible. Most schools have counseling resources on sight in which a trained professional is available to talk with students looking for help.Best of luck to you.","I’m really sorry you’re feeling unheard and alone right now. Writing your thoughts in a diary or a letter can help you sort things out before you share them—then you might try speaking to a trusted teacher, school counsellor, or a family friend who can listen without judgment. If you need someone you can trust outside the family, consider reaching out to a local youth support group or a mental‑health nurse who’s trained to help young carers.",0.5232104659080505,1.2152891025277179e-232,0.12464589235127478,0.07486847430190206
"I think adult life is making him depressed and we often sleep in on weekends untill 1 or 2 pm. We just eat, smoke weed, watch movies, and he'll go on his phone all day. He doesn't seem motivated to do much and he's often angry.
    I have no clue how to help him take his mind off the negative, or to distract him into a different light. How do I help him?",How do you help yourself to believe you require more than what he offers to you?What do you get from this relationship which feels satisfying?To answer this question may in the longterm be the best way to help your bf.,"It sounds like he may be struggling with depression, so gently suggest he speaks with a GP or school nurse who can set up a mental‑health appointment. In the meantime, try simple CBT steps like the STOPP process to pause and reframe negative thoughts, and set a few small, enjoyable activities (e.g., a short walk, cooking, a music playlist) that can replace the endless phone time. Encourage a routine that includes regular, reasonable sleep, shared meals, and a supportive conversation with a trusted friend or family member, so he feels heard and less isolated.",0.3937933146953583,9.517017549617917e-232,0.08695652173913043,0.11013215859030838
